school name,principal name,contact no,email
 A K M HS Kudavoor , Nisa. A.S ,04702690753,akmhskudavoor@gmail.com
 Govt. HSKoduvazhannoor , NUJUMA M ,04702678045,ghskdr@gmail.com
 Govt. T.H.S. Idinjar , SURESH BABU T U ,04722845122,hmidinjarschool@gmail.com
 S S M E M H SMudapuram , RADHAMONEY R.K ,04702642663,ssmhssmudapuram@gmail.com
 Vidhyadhiraja E M HS S Attingal , K. Mohanachandran Nair ,04702624461,attingalsvemhss@gmail.com
 Crescent H SNedumangad , K.A.MUHAMMED MANSOOR ,04722802634,crescentrhs@gmail.com
 KTCT EM HSSKaduvayil , SANJEEV.S ,04702693860,ktctemrhs@gmail.com
 Gem Know Model H S SMelvettor , P.RAVEENDRAN NAIR ,04702600601,gkmhss@gmail.com
 S H C H SAnchuthengu , SR. OMANA.P ,04702659271,scrdheart@yahoo.com
 S N E M H SSaradagiri Varkala , ABHA ,9447666301,snemhs42083@yahoo.com
 Govt. HS Ponganad , INDIRA AMMA K ,04702651770,ghsponganad@gmail.com
 Govt. H S Ayilam , SATHI J S ,04702639369,govthsayilam@gmail.com
 Govt. High SchoolJawahar Colony , GOPAKUMAR ,04722876825,jawaharcolonyups@gmail.com
 Govt. H.S.Chettachal , KRISHNAN P C ,04722849536,gupschettachal@gmail.com
 Govt. H SKudavoorkonam , Meera Sahib.J ,04702629040,hskudvoorkonam@gmail.com
 LOVEDALE CBSE HSS ATTINGAL , JAYAKUMAR B ,04702621910,office@lovedaleschool.com
  , No Data Found! , ,HSE
  , No Data Found! , ,HSE
 G B B L P SAnchuthengu , Angel Leon ,2657111,governmentbblps@gmail.com
 G L P S Cherunniyoor , Radhakrishnan.a ,9446514884,cherunniyoorhmglps@gmail.com
 G M L P S Palachira , ARYAKUMAR G ,LP,mlpspalachira@gmail.com
 G M P L P S Elakamon , SUSEELA.L ,04702665544,mplpselakamon@gmail.com
 G Central L P SElakamon , ARYAKUMAR G ,04742668099,clpselakamon2018@gmail.com
 G L P SHariharapuram , SUNITHA B ,8547517426,glpshpuram@gmail.com
 G L P S ChilakkoorPanayil , USHA OT ,04702601400,panayillps@gmail.com
 G L P S Kappil , C JAYAKUMARI ,04702661926,glpskappil2016@gmail.com
 G A M L P SKayikkara , GEETHA G R ,04702658700,kaikkaraasanmemorial@gmail.com
 G L P B S Kurakkanni , Shine.S.S ,9447342489,lpbskurakkanni@gmail.com
 G L P G S Kurakkanni , SUMANGALA N ,04702611952,govtlpgskurakkanni@gmail.com
 G L P S Muthana , Vinathakumari P T  ,9995891931,lpsmuthana@gmail.com
 G M L P S Odetty , SINDHUKUMARI B R ,04702664009,gmlpsodayam@gmail.com
 G L P S Panayara , MURALEEDHARAN J ,04702603026,panayaralps@gmail.com
 G W L P S Poika , Revamma S ,04702662726,wlpspoika@gmail.com
 G L P SSreenivasapuram , ANITHA K ,04702610126,glpssreenivasapuram@gmail.com
 K G G L P SThannimoodu , Lathikakumari.S ,9495433020,kgglps@gmail.com
 G New L P S Vakkom , AMBIKA DEVI. P.C ,04702654566,newlpsvakkom@gmail.com
 G L P B S Vakkom , Valsala M ,9946749995,lpbsvakkom@gmail.com
 G L P SValayantakuzhy , JASSY M S ,04702611700,govtlpsvalayantakuzhy@gmail.com
 G M V L P S Varkala , RAJI S ,2613300,gmvlpsvarkala@gmail.com
 G L P G S Varkala , Baiju M ,04702611255,glpgsvarkala@gmail.com
 G L P S Venkulam , KRISHNAKUMAR T ,04702660160,glpsvenkulam@gmail.com
 G L P S Vilabhagom , ASHEELA.K.M ,0470206171,asheelakm@gmail.com
 G W L P SKayalppuram , Joy P ,04722665826,gwlpsvedarkunnu@gmail.com
 M M M G L P SNedunganda , Geetha C V ,04702606999,mmmglpsnedunganda@gmail.com
 G M L P S Chilakkoor , Sheeba.I.G ,04702602600,hmgmlpschilakkoor@gmail.com
 S H C L P SAnchuthengu , Sr.Treasamma A A ,04702656726,shclps@gmail.com
 S N V L P SChemmaruthy , S.SHEEJA ,04702693736,snvlps@gmail.com
 S R V L P SKadakkavoor , ASHA.S ,8848874329,sreeramavilasmlps@gmail.com
 G L P SKarunnilacode  , REMABHAI S ,04702051500,lpskarunilacode@gmail.com
 St.Alloysius L P SMampally , Jessy Pereira J ,04702657251,salpsmampally@gmail.com
 L M S L P S Vakkom , p.prema ,04702650809,lmslpsvakkom11@gmail.com
 L P S Vencode , Kumarilatha.R ,9495752552,vencodelps@gmail.com
 Mt.Carmel L P SVennicode , Aleyamma Thomas ,9846355044,vennicodemountcarmellps@gmail.com
 M L P S VettoorElappil , A.S SHEENARANI ,9496195960,mlpselappil@gmail.com
 L M L P S Karippuram , T.S.SUNIL ,0470266088,lmlpskarippuram@gmail.com
 A M L P S Kovoor , PRIYALEKSHMY.S ,9895889136,amlpskovoor1@gmail.com
 M V L P S Manthara , ASOK KUMAR S ,9495045224,mvlpsmanthara@yahoo.com
 L M S L P S Varkala , GIRLY FIELD. C.T ,9446846457,varkalalmslps@gmail.com
 G L P G S Vakkom , LAILA .A ,04702656333,lpgsvakkom4@gmail.com
 G U P S Ayiroor , NIRMALA S ,04702665526,gupsayiroor777@gmail.com
 G M U P S Edava , NAJEEMA M ,04702660515,gmups42244@gmail.com
 G U P S Nilakkamukku , JAYARAM S V ,04702653838,gupsnilakkamukku@gmail.com
 H H T M U P SPalachira , N.Suresh ,9446283945,palachirahhtmups@gmail.com
 Prabodhini U P SVakkom , Anitha.P ,04702560805,prabodhiniupsvakkom@gmail.com
 L V U P S Venkulam , LATHIKA .M ,04702661919,lvups1907@gmail.com
 A M U P S Ayiror , SHAJAHAN.S ,04702665144,ayrooramups@gmail.com
 U P S Elakamon , SAJIT.S ,2665040,elakamon.up.school@gmail.com
 St.Sebastian`s U P SMudiacode , JAYAKUMAR   G ,04702611446,jayalayamjayakumar59@gmail.com
 St.Thomas U P SAyiroor , ANSALAM HILARI.J ,04702665170,stthomasayroor@gmail.com
 R K M U P S Muthana , SMITHA B T ,04702696422,btsmitha88@gmail.com
 H V U P S KURAKKANI , VALSALA S ,7012024542,hvupskurakkanni@gmail.com
 A M T T I Vilabhagam , K AJITHA ,04702608490,amttischool@gmail.com
" Jyothis TrinitySchool,Kovur,Varkala ", Sani.S ,9495301384,jyothistrinity@gmail.com
" Light to the blind,varkala ", JOHNTHOMAS ,04702602367,lbvschool@gmail.com
  , No Data Found! , ,HSE
  , No Data Found! , ,HSE
  , No Data Found! , ,HSE
 L M S L P S Attingal , M.S.GEETHA ,04702624526,lmslpsattingal@gmail.com
 Govt. L P SKeezhattingal , SANAKAN M ,04702620503,lpsktl@gmail.com
 Govt. L P S Andoor , Anithakumary. S ,627026,andoorlps@gmail.com
 Govt. L P S Attingal , GEETHA. S ,04702623726,glpsramachamvila@gmail.com
 Govt. L P SMelattingal , ANITHAKUMARY. S ,8281624869,glpsmelattingalhm@gmail.com
 Govt. L P SMelkadakkavur , SHEELA S ,04702620293,lps42306@gmail.com
 Govt.L P S Elampa , Reena C O ,2639555,lpselampa@gmail.com
 Govt. L P S Alamcode , SUDHA P S ,9745453776,glpsalamcode1907@gmail.com
 Govt. L P SMadathuvathukkal , B.Sathykumari ,2821561,hmmadathuvathukkal@gmail.com
 P T M L P SKumpalathumpara , MALLIKA AMMA .S ,9946152978,abdulsalamshamnad54@gmail.com
 Govt. L P S Njekkad , LILLY A ,04702694171,glpsnjekkad42311@gmail.com
 Govt. L P SMullaramcode , BINDU G B ,04702691515,glpsmullaramcode42312@gmail.com
 Govt. L P S Ottoor , Saraschandrakumar.M ,04702688245,glpsottoor@gmail.com
 R M L P S Mananakku , Jasmine.A ,9447075091,rmlpsmananakkuatl@gmail.com
 A M L P S Perumkulam , PRAVEEN M R ,04702687469,amlpspklm@gmail.com
 Govt. L P SKulamuttom , UNNIKRISHNAN NAIR ,9539022342,glpskulamuttom123@gmail.com
 St.Sebastian's L P SMoongode , MERLIN A F ,04702640234,sslpsmoongode@gmail.com
" Panchayath. L P SPullampara, Panayam ", Sajikumar V ,04722820221,govtlpspanayam@gmail.com
 Panchayath LPSMudakkal Valakkadu , REENA  C O ,04702639979,mudakkalglps9497162115@gmail.com
 Govt. L P SParavoorkonam , AJITHA T S ,9447245898,lpsparavoorkonam@gmail.com
 Govt. L P S Edacode , MINI.R ,04702633998,govtlpsedacode@gmail.com
 Govt. L P SPoovanathummood , Nirmala devi S ,04722837848,lpspoovana@gmail.com
 Govt. L P S Chempoor , GEETHA KUMARI  K  K ,2638708,govtchempoor@gmail.com
 Govt. L P S Perumala , JAMEELA .S ,2828090,hmperumala@gmail.com
 Govt. L P SVellumannady , Maya.R ,8547172931,42325vellumannady@gmail.com
 Govt. L P SKoonthalloor , N.ANITHAKUMARI ,04702640926,glpskoonthalloor@gmail.com
 S C V L P SChirayinkeezhu , L R SREEJA ,04702640036,scvlpschool@gmail.com
 Govt. L P SAryavilasom , V. JAYALATHA ,04702640626,aryavilasom2015@gmail.com
 St. Veronica`s L P SChirayinkeezhu , EMERSON .S ,04702143082,emaayroor@gmail.com
 St. Alosious L P SChirayinkeezhu , Valsalakumari.D ,9895334913,valsalageorge5@gmail.com
 Govt. L P SPerumathura , HILDA D Y ,04712428961,glpsperumathura@gmail.com
 Govt. L P SPerunguzhy , B.S SAILAJA ,04702636823,glpspzy@gmail.com
 Govt. L P SPadanilam , SUNI S ,04702643894,govtlpspadanilam@gmail.com
 J M L P SParameswaram , Sheeba J ,04722870244,jmlpsparameswaram1966@gmail.com
 Govt. LPSMelattumoozhy , SREEJA S ,04722180538,govtlpsmelattumoozhy@gmail.com
 Govt LPS Nedumkaitha , KANCHANA.G ,04722820047,govtlpsnedumkaitha@gmail.com
 Govt. L P S Mukkudil , vijayakumary j ,04722828771,govtlpsmukkudil@gmail.com
 Govt. U P SVenjaramoodu , C.Geetha Kumari ,04722873590,gupsvjd@gmail.com
 U P S Kunnuvaram , Madhu.G.R. ,04702628259,kunnuvaramups100@gmail.com
 Y L M U P SKeezhattingal , BINU SHARINA. R ,9447863628,ylmupschool@gmail.com
 Govt. B V U P SKeezhattingal , SAJIKUMAR V ,04702620881,gbvups2012@gmail.com
 Govt. U P SAlanthara , LEENA G ,04722870729,gupsalamthara@gmail.com
 Govt.Town UPSAttingal , V.RADHAKRISHNAN ,04702623019,townups@gmail.com
 D A M U P S Edacode , padmakumary ,8281618216,damupskurakkada@gmail.com
 P T M U P SChencherikonam , PARVATHY J SARATH ,04702624563,ptmupsc@gmail.com
 K G S U P S Ottoor , KRISHNAKUMAR.K ,9895824543,kgspottoor@gmail.com
 Govt. U P SSreenarayanapuram , BEENA P ,04702795735,gupssnpuram@gmail.com
 Govt. U P SManamboor , S Sathesh Kumar ,000000,atl42350@gmail.com
 Govt. U P S Nellandu , Geetha. S. Pillai ,04722837019,nellanad42351@gmail.com
 K V U P SVellumannady , Mini C V ,04722870326,kvupsvellumannady@gmail.com
 R M U P S Vayyakkavu , SUBHAKUMARI.S.V ,04722821006,rmupsvayyakkavu@gmail.com
 Govt. U P S Palavila , N.GOPAKUMAR ,04702640821,palavilaups@gmail.com
 Govt. U P SChirayinkeezhu , Sreekumar KS ,04702640766,hmgupssarkara@gmail.com
 Govt. S V U P SPuravoor , PREETHA DEVADAS ,04702625622,gsvupspuravoor@gmail.com
 G V R M U P SKizhuvilam , SALEENA L ,8547027046,kizhuvilamgvrmups@gmail.com
 Govt. U P SKizhuvilam , Satheeshkumar ,04702645494,upskizhuvilam@gmail.com
 Govt. U P SMudapuram , KS VIJAYAKUMARI ,04702641632,mudapuramups@gmail.com
 Govt. U P SPillayarkulam , SALEENA BAI H A ,04702642665,gupspillayarkulam@gmail.com
 V P U P S Azhoor , Pushpa.N ,04702636145,vpupsazhoor@gmail.com
 S I U P S Madanvila , G.Mini ,04712428550,madanvilaschool@gmail.com
 Govt. U P SAnathalavattom , C JAYAKUMARI ,9995950837,anathalavattomgupshm@gmail.com
 Govt. U P SMathasserikonam , BAIJU K ,04702636826,gupsmathasserikonam@gmail.com
 M G M U P S Edacode , ARUN..H ,04702631409,upsmgm@gmail.com
 DIET Attingal , PREMARAJAN V V ,04702622589,atldiet@gmail.com
 Amritha Model E MSchool AttingaL , T.R Babuchandran ,9447378792,amritamodelschool96@gmail.com
 Angel MontessoriSchool Manamboor , SHEEJA ,04702691333,rafeeksangels1964@gmail.com
 Azhoor Bhagavathy EM School Azhoor , VEENA.O ,04702643964,azhoorbhagavathyschool@gmail.com
 Rehmania E M SchoolManickal , FASALREHUMAN. A ,04722873500,rahmaniaschools@gmail.com
 Sadanathil schoolManamboor , SALINI DILEEP ,9995880709,sadanathil@gmail.com
 Salini Bhavan E MSchool Vamanapuram , Sr.Dolly Anasthasia ,04722837153,sbschool.vprm@gmail.com
" Model PublicSchool,Anakuzhy ", THANKAMANY L ,9846907857,modelempublicschool@gmail.com
" Indian School ALSeeb, Muscat ", Nagesh kelkar ,8113025439,anijaisas@gmail.com
 Govt. LPS Adayamon , SASIKALA M S ,04702648032,lpsadayamon@gmail.com
 Govt L P SKattapparambu , MANOJ B K NAIR ,9447326909,glpskattapparambu@gmail.com
 Govt LPS Kilimanoor , SanthakumariAmmaT V ,04702675199,glpskilimanoor456@gmail.com
 Govt. VV LPSKilimanoor , SANTHAKUMARI AMMAL.J ,04702674207,gvvlpskmr@gmail.com
 Govt. LPSKizhakkanela , Jayaprabha P ,9744611976,glpskizhakkanela@gmil.com
 Govt. LPS Kuttimoodu , Dileepkumar M ,04722860431,kuttimoodulps@gmail.com
 Govt. LPS Madavoor , IQBAL A ,04702682244,glpsmadavoor123@gmail.com
 Govt. CNPS LPSMadavoor , D.Ushakumari ,04702681400,cnpsglps@gmail.com
 Govt. LPS Moothala , MANOJ B K NAIR ,04702681115,glpsmoothala2016@gmail.com
 Govt. VS LPSNagaroor ,  CHANDRALEKHA K ,04702678864,gvslpsnagaroor@gmail.com
 Govt. LPS Navaikulam , vasantha kumari ,04702690275,glpsnavaikulam@gmail.com
 Govt MLPS Navaikulam , GANGA GS ,9995342246,gmlpsnavaikulam@gmail.com
 Govt. LPS Pakalkuri , s prameela ,04702685060,glpspakalkuri@gmail.com
 Govt. LPSPanappamkunnu , S SASIKALA DEVI ,04702652994,glpspanappamkunnu@gmail.com
 Govt. LPS Pappala , K V VENUGOPAL ,04702671847,glpspappala@gmail.com
 Govt. LPS Pedikulam , S. SHEELA MONI ,04702836087,glpspedikulam@gmail.com
 Govt. LPS Pulimath , S LAILA ,04702836036,glpspulimath@gmail.com
 Govt. LPSPuliyoorkonam , Rasiabeevi.M ,04702682525,glpspuliyoorkonam@gmail.com
 Govt. LPS Pullayil , BINDU.K ,04702675575,glpspullayil@gmail.com
 Govt. LPSPuthumangalam , Alexander Baby ,04702652050,glpsputhumangalam@gmail.com
 Govt. LPS Thottakkad , SHAMEENA BEEVI M L(Tr.incharge) ,04702692232,glpstkd@gmail.com
 Govt. LPS Vellalloor , ALLYRANI V ,04702670591,glpsvellalloor@gmail.com
 Govt. LPS Vettiyara , PRASANNAKUMARI AMMA S ,9495333908,glpschoolvettiyara@gmail.com
 LM LPS Arivarikuzhy , L VIJAYA KUMARI AMMA ,9497642844,lmlpsarivarikuzhi@gmail.com
 PVLPS Kailasamkunnu , Shemeershain.S ,9946990875,pvlps2013@gmail.com
 MLPS Madanthapacha , shibilabeegom j s ,9446110326,mlpsmadanthapacha@gmail.com
 KCM LPS Navaikulam , Thahira beevi ,04712693144,faizalkcmlps@gmail.com
 SNV LPS Navaikulam , SUJIKUMAR.P.S ,04702690030,snvlpsnavaikulam2@gmail.com
 MLPS Njarayilkonam , SINDHU.V.G ,9447903713,mlpsnjara456@gmail.com
 DVLPS Paiveli , S.R.KALA ,04702681756,dvlpspaiveli@gmail.com
 MGM LPS Parakunnu , SUDHA D ,9495077804,mgmlps123@gmail.com
 DVLPS Pavalla , R. ABHA ,9497878488,dvlps42432pavalla@gmail.com
 SVLPS Tholikuzhy , RAJESH RAM .V.R ,9961247383,svlpstholikuzhi123@gmail.com
 LMLPS Melporunthamon , Ajithakumari S ,9446101124,lmlpsmelporunthamon@gmail.com
 Govt. LPS Aroor , PRIYA T G ,04702651010,glpsaroor@gmail.com
 Govt MLPS Kudavoor , AMBIKA.C.O ,04702681326,gmlpskudavoor@gmail.com
 Govt. LPS Mevarkal , SHEEJA P S ,04702679650,mevarkalschool@gmail.com
 Govt. LPS Parakkulam , L JAYALAKSHMI ,04702616030,glpsparakulam@gmail.com
 Govt. UPS Vanchiyoor , PUSHKALA D K ,04702677577,vanchiyoorups@gmail.com
 Govt. Town UPSKilimanoor , JAYANDHI.G ,04702675925,gtupskilimanoor@gmail.com
 Govt. UPS PeroorVadassery , Geetha Kumari.S ,04702651162,gupsprrvdy@gmail.com
 Gurudev UPSDarsanavattam , V.SHERLY ,04702679971,gurudevupsdersanavattam@gmail.com
 SNV U P SKattuputhussery , S.JAYASING ,9446866445,snvupskattuputhussery@gmail.com
 BVUPS Navaikulam , Samkutty Y ,9495473379,bvupsnavaikulam@gmail.com
 MMUPS Peroor , M.I.AJIKUMAR ,04702694297,mmupsperoor@gmail.com
 SNUPS Thevalakkad , SHEEJA.S ,04702696216,snupsthevalakkad@gmail.com
 Nalanda PublicSchool Vettiyara , SREEDEVI A.V ,9567653324,nalandaschoolvettiyara@gmail.com
 RoseDale EM SchoolKallambalam , K Gopinathan Nair ,04702693476,rosedalepublicschool@gmail.com
 UPS Adayamon , V S PREMJITH ,04702648915,adayamonups@gmail.com
 R M UPSKallarakkonam , S KUMARI ,9495280760,rmupskallarakonam@gmail.com
 Special UPSKilimanoor , K.LEELA ,9539897936,specialups123@gmail.com
 CNPS UPS Madavoor , NISHA KHAN N ,9746725600,madavoorcnpsups@gmail.com
 Govt. UPS Manjappara , SREEKALA.T ,04722860010,upsmanjappara123@gmail.com
 SNV UPS Pulimath , vanaja v ,04702674686,snvupspulimath@gmail.com
 UPS Pulimath , G.L.LAJI ,04702836259,pulimathups@gmail.com
 SVUPS Puliyoorkonam , sheela.T ,9447429129,puliyoorkonamsvups@gmail.com
 SKV UPS Pullayil , K REMA DEVI ,9497782850,skvupspullayil@gmail.com
 PVUPS Puthumangalam , Ashitha BP ,9745276655,pvupsputhumangalam@gmail.com
 MGUPS Thottakkad , Ajidathan.M ,04702991842,mgupst@gmail.com
 VUPS Vellalloor , ASHADEVI O ,04702674475,vupsvlr456@gmail.com
 Ideal English schoolNjarayilkonam , ABDUL SALAM M ,04702682085,idealenglishschool2015@gmail.com
" SISUVIHAR EM School,Kilimanoor ", JAYACHANDRAN NAIR ,04702675517,sisuvlharkmr@gmail.com
 TECHNICAL HSNEDUMANGAD , Gopan.D ,04722812686,thsnedumangad@gmail.com
 Govt. LPS Aruvikkara , ACHAMMA C ,04722889498,lparuvikkara@gmail.com
 Govt. LPS Aryanad , Sanuba beevi N ,04722854055,glpsaryanad@gmail.com
 Govt. LPS Changa ,  S.R. Ushadevi ,04722884545,govtlpschanga2017@gmail.com
 Govt. L P SChullimanoor , Manjusha S ,LP,hmglpschullimanoor@gmail.com
 Govt. LPSChellamcode , BIJU R ,04722814555,hmglpschellamcode@gmail.com
 Govt. WLPS Enchapuri , Sreelal K R ,9446073031,gwlpseanchapuri@gmail.com
 Govt. LPS Kalathukal , Lekshmi.E ,9496154929,kalathukallps@gmail.com
 Govt. LPBS Karakulam , KUMARI R L JALAJA ,04712370103,glpbskarakulam@gmail.com
 Govt. LPS Kolla , N. SABOORA ,04722866958,kollalps@gmail.com
 Govt. LPS Kuzhivila , JAYA SREE S ,04722805152,glpskvl@gmail.com
 Govt. LPSMukkolackal , Laila Beevi .A ,9562302731,mukkolackal.glps.hm@gmail.com
 Govt. TLPS Mundela , ANITHAKUMARI. L ,04722898044,gtlpsmundela@gmail.com
 Govt. LPS Nedumangad , Lali PD ,04722801822,glpsndd@gmail.com
 Govt. LPS Panavoor , SULAIGHA . N.S ,2867490,glpspnvr@gmail.com
 Govt. LPSPanayamuttam , SRIKUMARI. K ,04722867788,panayamuttomlps@gmail.com
 Govt. LPS Parantode , JOLLY ABRAHAM  ,04722891400,glpsparentode@gmail.com
 Govt. LPSParuthikkuzhi , KUMARI BINDU G ,04722898270,lpsparuthikuzhy@gmail.com
 Govt. LPS Pazhakutty , S JAYAKUMARI ,8086625977,pazhakuttyglps@gmail.com
 Govt. LPSPazhayatheruvu , SUSAN L HEPSY ,04722851163,govlpspazhayatheruvu@gmail.com
 Govt. TLPSPerinjaramoola , SATHY DEVI SM ,04722882252,perinjaramoolalps@gmail.com
 Govt. LPS Poovathoor , B  SUDHAKUMARI ,04722803138,glpspoovathoor@gmail.com
 Govt. LPSPuthukulangara , OMANA V R ,04722898099,lpsputhukulangara@gmail.com
 Govt. LPSSankaramugham , Ponnammajohn ,2882264,glpssankaramukhom@gmail.com
 Govt. TLPSTheviyarukunnu , Lali P D ,04722891036,tlpstheviyarukunnu@gmail.com
